Text,Label
"""The suppression of indigenous rights perpetuates historical injustices.""",Bullying 
"""The misuse of government resources for lavish lifestyles at taxpayers' expense is a breach of trust.""",Bullying 
"""The erosion of ethics and integrity in political campaigns fosters public disillusionment.""",Bullying 
"The manipulation of intelligence assessments for political objectives endangers national security.""",Bullying 
"""The abuse of executive privilege to withhold information from the public undermines transparency.""",Bullying 
"""The disregard for international human rights conventions damages a nation's moral standing.""",Bullying 
"""Political leaders who prioritize partisan victories over national unity deepen societal divisions.""",Bullying 
"Religion often leads to moral judgment and condemnation.""",Bullying
"""Religion can hinder scientific progress.""",Bullying
"""I'm critical of the role of religion in promoting guilt and shame.""",Bullying
"""Religious institutions can be rife with hypocrisy.""",Bullying
"""Some religious beliefs can be irrational and unscientific.""",Bullying
"""Religion can be a source of indoctrination from a young age.""",Bullying
"""I'm concerned about the historical violence in the name of religion.""",Bullying
"""Religious doctrines can be exclusionary, promoting 'us vs. them' mentalities.""",Bullying
"""Religion sometimes discourages personal responsibility.""",Bullying
"""Religious leaders can abuse their authority.""",Bullying
"Your posts are a ray of sunshine on Instagram.""",Bullying
"""You're the Picasso of punchlines!""",Bullying
"""Your captions deserve a standing ovation!""",Bullying
"""This post is my daily 'happy pill'!""",Bullying
"""Your humor is like a magnet; I can't resist it!""",Bullying
"""I've got 99 problems, but your posts ain't one!""",Bullying
"""This post just made my day 100% better!""",Bullying
"""I need a 'Replay' button for this!""",Bullying
"""You're a certified Instagram legend!""",Bullying
"""If laughter were a sport, you'd be the champion!""",Bullying
"Your videos are a delightful blend of information and entertainment. I always learn something new and have fun!""",Not- Bullying 
"""Your authenticity is your superpower. It's what makes your channel so special and relatable.""",Not Bullying 
"""Your channel has become a source of inspiration for me. Your dedication is motivating me to pursue my own passions.""",Not Bullying 
"""Your storytelling abilities are incredible. I'm always captivated by the narratives you weave.""",Not- Bullying 
"Your videos always brighten my day. Thank you for spreading positivity.""",Not- Bullying 
"""You have a natural talent for making even the mundane seem fascinating.""",Not Bullying 
"""Your dedication to your craft is truly admirable. It's clear you put your heart into every video.""",Not Bullying 
"Your videos always brighten my day. Thank you for spreading positivity.""",Not- Bullying 
"""You have a natural talent for making even the mundane seem fascinating.""",Not- Bullying 
"""Your dedication to your craft is truly admirable. It's clear you put your heart into every video.""",Not Bullying 
"""Your sense of humor is a breath of fresh air. I can't help but laugh along with your videos.""",Not- Bullying 
"""Your channel is like a sanctuary for learning and entertainment. Keep up the great work!""",Not Bullying 
"""Your storytelling skills are top-notch. I get lost in your videos every time.""",Not- Bullying 
"""Your videos are a testament to your creativity and ingenuity.""",Not Bullying 
"""Your content resonates with so many of us. You've built a wonderful community.""",Not- Bullying 
"""You make complex subjects accessible and enjoyable. Thanks for sharing your expertise.""",Not- Bullying 
"""Your authenticity shines through, making your channel a genuine pleasure to watch.""",Not Bullying 
"""Your passion for your niche is truly inspiring. It's evident in every video.""",Not- Bullying 
"""Your positive attitude is contagious. You're making the internet a better place!""",Not Bullying 
"""Your channel is like a haven of positivity and learning. Keep up the fantastic work.""",Not- Bullying 
"""Your dedication to quality content is evident, and it's appreciated by your viewers.""",Not Bullying 
"""You have a unique way of connecting with your audience. We feel like friends!""",Not- Bullying 
"""Your video editing skills are on point. It's clear you put a lot of effort into your production.""",Not- Bullying 
"Political leaders who prioritize short-term electoral victories over long-term national interests harm the country.""",Bullying 
"""The erosion of public trust in democratic institutions weakens the foundation of society.""",Bullying 
"""The abuse of emergency powers to bypass checks and balances threatens the rule of law.""",Bullying 
"""The manipulation of judicial appointments for partisan advantage undermines the impartiality of the judiciary.""",Bullying 
"""The exploitation of economic disparities for political populism deepens social divisions.""",Bullying 
"""The suppression of public protests and civil disobedience limits citizens' freedom of expression.""",Bullying 
"""The abuse of political power to stifle dissent and opposition undermines democracy.""",Bullying 
"The exploitation of economic crises for political opportunism exacerbates public suffering.""",Bullying 
"""The suppression of academic freedom hampers innovation and critical thinking.""",Bullying 
"""The abuse of government surveillance programs for political espionage threate",Bullying 
"I'm skeptical of the concept of an all-powerful, all-loving deity.""",Bullying
"""Religious practices can be time-consuming and burdensome.""",Bullying
"""I'm critical of the role of religion in perpetuating gender stereotypes.""",Bullying
"""Religious fanaticism can lead to harmful behavior.""",Bullying
"""I'm concerned about the lack of transparency in some religious organizations.""",Bullying
"""Religious authorities sometimes exploit people's fears for personal gain.""",Bullying
"""I'm critical of the concept of 'blasphemy' and its consequences.""",Bullying
"""Religious teachings can promote a sense of guilt and unworthiness.""",Bullying
"""I'm skeptical of the historical accuracy of religious texts.""",Bullying
"""Religion can be used to manipulate and control vulnerable individuals.""",Bullying
"""Your posts should be in a museum of laughter!""",Bullying
"""My day officially starts after I see your posts.""",Bullying
"""You're the reason I burst out laughing in public.""",Bullying
"""Your sense of humor deserves an award!""",Bullying
"""You've got the comedic timing of a pro!""",Bullying
"""Your account is like a VIP pass to the comedy club!""",Bullying
"""This post should be on everyone's 'Top Picks' list.""",Bullying
"""Your humor is the best part of my day!""",Bullying
